iteration	previous_stage	mean_transport_A	mean_transport_Hm	mean_transport_P	mean_transport_Hr	mean_squared_displacement
858	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
860	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
861	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
862	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
863	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
865	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
866	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
867	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
868	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
869	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
870	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
871	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
872	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
873	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
874	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
875	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
876	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
877	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
878	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
879	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
880	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
881	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
882	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
883	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
884	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
885	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
886	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
887	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
888	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
889	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
890	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
891	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
892	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
893	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
894	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
895	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
896	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
897	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
898	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
899	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
900	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
901	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
902	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
904	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
905	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
906	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
908	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
910	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
911	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
912	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
913	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
915	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
916	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
917	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
918	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
919	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
921	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
922	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
923	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
924	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
925	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
926	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
927	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
928	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
929	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
930	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
931	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
932	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
934	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
935	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
936	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
937	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
938	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
939	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
940	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
941	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
942	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
943	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
944	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
945	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
946	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
947	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
948	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
949	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
950	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
951	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
952	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
953	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
954	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
955	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
956	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
957	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
958	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
959	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
960	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
961	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
962	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
963	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
964	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
965	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
968	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
969	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
970	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
971	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
972	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
973	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
974	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
975	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
976	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
978	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
979	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
980	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
981	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
982	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
984	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
985	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
987	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
988	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
989	blastocyst	-0.39573323929505916	-0.789913031271793	0.4245748231699204	-0.02432153004179211	1.0762302294557977
990	4-cell	-0.135697481725658	-0.16142267545866643	0.38612665051590556	-0.054692216426557756	0.27745889895262066
991	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
992	MII oocyte	-0.16141955089898677	0.010392339957455763	0.3946896923276669	-0.09151571017102711	0.28493458875781486
993	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
994	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
995	8-cell	-0.20068847739403312	-0.09782114162330201	-0.0420903295924514	-0.021037837560139768	0.14928157097759773
997	2-cell	-0.2658915429166202	-0.3597659934155164	0.12155852404561003	-0.03496405095717425	0.3239558056004571
998	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
999	zygote/PN	-0.20091201350124943	-0.010439882532041945	0.33235856749343207	-0.08261948128540278	0.23927163546136515
